nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004328	Lawrence R. Leritz	1962	\N	actor,miscellaneous,producer	tt6679470,tt6735740,tt1385826,tt7620960
nm0004329	Brian Bowles	\N	\N	sound_department,miscellaneous	tt1714915,tt0929632,tt1485796,tt2771200
nm0004330	David Rawlins	\N	\N	editor,editorial_department,director	tt0109190,tt0090685,tt0092699,tt0087262
nm0004331	Luke Freeborn	\N	\N	art_director,art_department,production_designer	tt1355644,tt0796366,tt1375666,tt3315342
nm0004332	Robert B. Weide	1959	\N	producer,director,writer	tt0264235,tt0435651,tt0364151,tt0175844
nm0004333	John Lanza	\N	\N	producer,miscellaneous,production_manager	tt1183921,tt0112047,tt0185143,tt0795430
nm0004334	Rekha	1954	\N	actress,music_department,soundtrack	tt0083248,tt0254481,tt0151206,tt0246729
nm0004335	Hrithik Roshan	1974	\N	actor,music_department,miscellaneous	tt0449994,tt0323013,tt1562872,tt7485048
nm0004336	Tristan Oliver	\N	\N	cinematographer,camera_department,actor	tt5104604,tt0312004,tt1623288,tt0432283
nm0004338	David Potischman	\N	\N	actor	tt0167880,tt0205940,tt0194421
nm0004339	Laura M. Grody	\N	\N	editorial_department,editor,actress	tt0111693,tt0105226,tt0099180,tt0107302
nm0004340	Brian Daly	\N	\N	writer	tt4848290,tt0134316
nm0004341	Diane Kirman	\N	\N	producer,casting_department,assistant_director	tt0130142,tt1303803,tt0100507,tt0102395
nm0004342	Mitchell Rose	\N	\N	director,editor,producer	tt0467464,tt0467410,tt0304413,tt3223544
nm0004343	David S. Warner	\N	\N	camera_department,cinematographer	tt0097778,tt1964418,tt0822854,tt0758730
nm0004344	Michael Barrett	1970	\N	cinematographer,camera_department,director	tt0308055,tt0247082,tt1637725,tt0373469
nm0004345	Richard Roth	1940	2017	producer,actor	tt0076245,tt0091474,tt0090756,tt0082869
nm0004346	Richard A. Roth	\N	\N		tt0110724
nm0004347	Alain Goldman	\N	\N	producer,writer,actor	tt0112641,tt0228786,tt0364970,tt0450188
nm0004348	Craig Haagensen	\N	\N	camera_department,assistant_director,cinematographer	tt4158110,tt0114746,tt0099871,tt2402927
nm0004349	Kam Heskin	1973	\N	actress,soundtrack	tt0133152,tt0366920,tt0327643,tt0264464
nm0004350	Nick Pearson	\N	\N	camera_department	tt0096895,tt0117060,tt0241303,tt0780653
nm0004351	Valerie Mayhew	\N	\N	producer,miscellaneous,writer	tt0118509,tt0158552,tt0247097,tt0106179
nm0004352	Elsa Saladin	\N	\N	actress,casting_department	tt2325761,tt1780701,tt0387899,tt0107446
nm0004353	Beatrice Pettovich	\N	\N	assistant_director,location_management,camera_department	tt0189998,tt0340096,tt0335119,tt0254199
nm0004354	Caveh Zahedi	1960	\N	director,writer,producer	tt0428649,tt4824300,tt0102319,tt0324369
nm0004355	Roger Ashton-Griffiths	1957	\N	actor,director,writer	tt0088846,tt0217505,tt0944947,tt4575576
nm0004356	Lisa Jakub	1978	\N	actress,producer	tt0203523,tt0120613,tt0107614,tt0116629
nm0004357	Michael Roberds	1964	2016	actor,producer,writer	tt0319343,tt0239948,tt0172031,tt1231587
nm0004358	Terry Odem	\N	\N	producer,miscellaneous,actress	tt0109830,tt0108160,tt0117887,tt0098536
nm0004359	Donald Vetick	1962	\N	camera_department	tt0096875,tt0489281,tt0098844,tt0102453
nm0004360	Attila Szalay	1961	\N	cinematographer,camera_department	tt1764651,tt0102070,tt0111438,tt0233142
nm0004361	Roger Guyett	\N	\N	visual_effects,assistant_director,actor	tt0796366,tt1408101,tt1677720,tt2488496
nm0004362	Roshan	1917	1967	composer,soundtrack,music_department	tt0176313,tt0057555,tt0350028,tt0044360
nm0004363	Rakesh Roshan	1949	\N	actor,producer,director	tt0432637,tt1029231,tt0254481,tt0234000
nm0004364	Merle Bertrand	\N	\N	assistant_director,camera_department,producer	tt0296745,tt0111361,tt0367995,tt0109363
nm0004365	Fred Williamson	1938	\N	actor,producer,director	tt0066026,tt0137458,tt0116367,tt0072725
nm0004366	Tom Wolfe	1930	2018	writer,actor,miscellaneous	tt1049951,tt0086197,tt0099165,tt7423322
nm0004367	Antonio L. Ballesteros	1910	\N	cinematographer,camera_department	tt0052369,tt0054422,tt0045713,tt0069015
nm0004368	Stanley Myers	1933	1993	composer,music_department,soundtrack	tt0093776,tt0100944,tt0418763,tt0077416
nm0004369	Robert Lyon Rasner	1978	\N	actor,writer,miscellaneous	tt0435770,tt0284253,tt0112494,tt0240732
nm0004370	Ron Petruccione	\N	\N	special_effects,stunts	tt0120611,tt0120812,tt0118928,tt0379786
nm0004371	Robert David Hall	1947	\N	actor,soundtrack,miscellaneous	tt0120201,tt0118437,tt0247082,tt0120768
nm0004372	Gary Graver	1938	2006	cinematographer,director,camera_department	tt0121549,tt0082004,tt0207568,tt0178845
nm0004373	Martin Fischer	\N	\N	camera_department,transportation_department,miscellaneous	tt0130827,tt0101458,tt0101606,tt1972571
nm0004374	Bruce Woloshyn	1964	\N	visual_effects,actor,editorial_department	tt0306841,tt0118480,tt1325004,tt0374455
nm0004375	John Dykstra	1947	\N	visual_effects,producer,assistant_director	tt0076759,tt0316654,tt0145487,tt0079945
nm0004376	Franka Potente	1974	\N	actress,soundtrack,director	tt0372183,tt0258463,tt0203632,tt0130827
nm0004377	Heather Scobie	\N	\N	camera_department,producer,miscellaneous	tt0155425,tt1763327,tt1221355,tt0177971
nm0004378	Jim McConnell	\N	\N	stunts,actor	tt0102685,tt0109303,tt0118688,tt0118615
nm0004379	Pierpaolo Tiano	\N	\N	composer,actor,music_department	tt1018825,tt0234137,tt1319736,tt1235543
nm0004380	Antoine de Caunes	1953	\N	actor,soundtrack,director	tt0119307,tt0235606,tt0774756,tt2313389
nm0004381	Emma de Caunes	1976	\N	actress,director,writer	tt0401383,tt0120405,tt0453451,tt0354899
nm0004382	Jean-Jacques Vanier	\N	\N	actor	tt0111342,tt0115070,tt0120494,tt8063132
nm0004383	Michael Kamen	1948	2003	soundtrack,music_department,composer	tt0112883,tt0102798,tt0093409,tt0095016
nm0004384	Wojciech Kilar	1932	2013	composer,soundtrack,music_department	tt0253474,tt0120382,tt0142688,tt0103874
nm0004385	Michael Broomberg	\N	\N	sound_department	tt0409459,tt4633694,tt1190080,tt0407304
nm0004386	Jerome R. Vitucci	\N	\N	sound_department,miscellaneous	tt0117665,tt0119822,tt0108162,tt0259711
nm0004387	Helmi Sirkiä	1981	\N	actress,director,writer	tt0105427,tt0249597,tt0247109,tt0249709
nm0004388	Michael Selditch	1966	\N	producer,director,writer	tt2498968,tt0358332,tt9139238,tt1229250
nm0004389	Jason Kaplan	1969	\N	sound_department,editorial_department	tt0180093,tt0218188,tt0243655,tt0499420
nm0004390	Teri Kennedy	\N	\N	producer,director,camera_department	tt0373395,tt7620590,tt0119819,tt0239195
nm0004391	Chris Dowell	\N	\N	production_manager,editorial_department,visual_effects	tt0120903,tt5013056,tt1877832,tt6565702
nm0004392	Charles Blackman	1928	2016	make_up_department	tt0058968,tt0070806,tt0053810,tt0063811
nm0004393	David J. Barker	1962	\N	special_effects,art_department	tt4154796,tt1825683,tt0453467,tt0418279
nm0004394	Mark Kadlec	\N	\N	miscellaneous,actor,assistant_director	tt0256856,tt0207100,tt0197072,tt0186454
nm0004395	Adam Scott	1973	\N	actor,producer,director	tt3850590,tt1720616,tt0838283,tt0359950
nm0004396	Steven E. Hoffman	1969	\N	producer	tt0249082,tt0160289
nm0004397	Frank Walsh	1953	\N	art_director,production_designer,art_department	tt1375666,tt1587310,tt1186830,tt0944947
nm0004398	Rodney Glenn	\N	\N	sound_department,editorial_department,miscellaneous	tt0081633,tt0073629,tt0372784,tt0088846
nm0004399	William F. Reynolds	\N	\N	art_department,set_decorator,special_effects	tt0450232,tt2053463,tt0098273,tt2199571
nm0004400	John Curcio	\N	\N	sound_department,producer,writer	tt0088631,tt0090520,tt0068588,tt2816232
nm0004401	Steven M. Stern	1967	\N	composer,music_department,soundtrack	tt3315342,tt1431045,tt0117500,tt2267998
nm0004402	Dan Wool	\N	\N	composer,music_department,soundtrack	tt0109816,tt0167454,tt0118174,tt0091954
nm0004403	Paula P-Orridge	\N	\N	actress	tt0183015
nm0004404	Jerry D. O'Donnell	\N	\N	actor,director,writer	tt3322312,tt4158110,tt4270492,tt0098844
nm0004405	Jerry O'Donnell	\N	\N	actor	tt0804503,tt3502248,tt6473344,tt2660806
nm0004406	Curtis Smith	\N	\N	camera_department,actor	tt0765010,tt0409847,tt1037705,tt0800369
nm0004407	Curtis Smith	1974	\N	assistant_director,miscellaneous,actor	tt4385888,tt0808399,tt0790712,tt5304992
nm0004408	Carrie Urzua	\N	\N	camera_department	tt0217331,tt0208104,tt0220734,tt0217894
nm0004409	Kathy Wittes	1971	\N	actress	tt3980530,tt1720621,tt1336617,tt1361787
nm0004410	Mark Neveldine	1973	\N	actor,director,writer	tt1034032,tt0479884,tt0964539,tt1121931
nm0004411	Jonathan Levit	1971	\N	actor,miscellaneous,producer	tt0790628,tt7585146,tt1670345,tt1441135
nm0004412	Ed Solomon	1960	\N	writer,producer,actor	tt3110958,tt0096928,tt0119654,tt0304328
nm0004413	Brian Hamill	\N	\N	camera_department,actor,producer	tt0079522,tt0117665,tt0120184,tt0094737
nm0004414	Paul Barge	1890	1960	actor	tt0051624,tt0031818,tt0043386,tt0041800
nm0004415	Louis Irving	1950	2016	cinematographer,camera_department,director	tt0089530,tt0117331,tt0426741,tt0113875
nm0004416	S.P. Balasubrahmanyam	1946	\N	music_department,soundtrack,actor	tt0086231,tt1725795,tt0100095,tt0079889
nm0004417	Taraka Rama Rao Nandamuri	1923	1996	actor,director,writer	tt0259242,tt0259261,tt0259576,tt0259579
nm0004418	Kajol	1974	\N	actress,soundtrack	tt0439662,tt0248126,tt1188996,tt0172684
nm0004419	Edida Nageshwara Rao	\N	2015	producer,actor	tt0079889,tt0086231,tt0156059,tt0274915
nm0004420	Larry Adlon	1967	\N	visual_effects,animation_department,composer	tt0115168,tt3183660,tt0144120,tt0418819
nm0004421	Rich Robinson	\N	\N	art_department	tt1931533,tt0117247,tt1389137,tt0424345
nm0004422	Rich Robinson	1961	\N	producer,miscellaneous	tt0407383,tt0450348,tt0447778,tt0431501
nm0004423	Gerry Robert Byrne	\N	\N	production_manager,actor,producer	tt0217505,tt0388795,tt1327773,tt0903657
nm0004424	Brian Gunter	\N	\N	camera_department,cinematographer	tt0107978,tt0265349,tt0878804,tt0482606
nm0004425	Beau Holden	1960	\N	transportation_department,miscellaneous,actor	tt0319262,tt2356777,tt6966692,tt0232500
nm0004426	Mike McGowan	1973	\N	camera_department,cinematographer	tt8184568,tt6511932,tt7165804,tt5649144
nm0004427	Philip Wilson	\N	\N	miscellaneous	tt0104691,tt0107302,tt0138097,tt0210945
nm0004428	Jeff Rafner	\N	\N	production_manager,producer,assistant_director	tt0091129,tt0118715,tt0099582,tt0103060
nm0004429	Dharmendra	1935	\N	actor,producer,miscellaneous	tt0233147,tt0073707,tt0099652,tt0070935
nm0004430	Karan Kapoor	\N	\N	actor,camera_department,miscellaneous	tt0086992,tt0088335,tt0092026,tt0153545
nm0004431	Kunal Kapoor	1959	\N	actor,producer,production_manager	tt0081470,tt0101283,tt0086711,tt1188982
nm0004432	Prithviraj Kapoor	1906	1972	actor,director	tt0054098,tt0028626,tt0241387,tt0252677
nm0004433	Shammi Kapoor	1931	2011	actor,director	tt0147925,tt1839596,tt0084866,tt0231226
nm0004434	Shashi Kapoor	1938	2017	actor,producer,assistant_director	tt0101283,tt0080982,tt0077783,tt0072860
nm0004435	Rajesh Khanna	1942	2012	actor,music_department,producer	tt0176105,tt0154749,tt0150251,tt0066763
nm0004436	Rajesh Roshan	\N	\N	composer,soundtrack,music_department	tt0113526,tt0338013,tt0254481,tt0234000
nm0004437	Sridevi	1963	2018	actress,music_department,producer	tt5690142,tt0091601,tt0097045,tt2181931
nm0004438	Mia Farrell	1966	\N	miscellaneous,editorial_department	tt0169376,tt0373024,tt0338097,tt0101891
nm0004439	Elio Quiroga	\N	\N	producer,writer,director	tt0116346,tt0471744,tt0484273,tt4168132
nm0004440	Martin Sharpe	\N	\N	editor,editorial_department,sound_department	tt0076987,tt0113943,tt0115113,tt0098913
nm0004441	Larry Ruppel	\N	\N	visual_effects,animation_department	tt4118584,tt0365907,tt7160070,tt2241351
nm0004442	Evan Green-Hughes	\N	\N	special_effects,visual_effects	tt0280788,tt0445922,tt0104403,tt0436697
nm0004443	Fiachra Trench	1941	\N	music_department,soundtrack,composer	tt0096764,tt0095016,tt0213149,tt0236784
nm0004444	Askia Won-Ling Jacob	\N	\N	costume_department,miscellaneous,actor	tt0217869,tt2802144,tt0489099,tt4154796
nm0004445	Dan Sharp	1958	\N	sound_department,producer	tt0145487,tt0120591,tt1517260,tt0120201
nm0004446	Bernard Weiser	\N	\N	sound_department,editor,editorial_department	tt0316654,tt1190080,tt0887912,tt0362227
nm0004447	Peter Lhotka	1962	\N	producer,production_manager,art_department	tt0112023,tt0486051,tt0121200,tt0862856
nm0004448	Joel Hladecek	\N	\N	visual_effects,writer	tt0102798,tt0102975,tt0113243,tt0107120
nm0004449	Felix Werner	1966	\N	producer,miscellaneous,location_management	tt0119558,tt0337619,tt2089624,tt0443496
nm0004450	Sebastian DeVicente	\N	\N	actor	tt0250100,tt0450294,tt0246498,tt0235333
nm0004451	Thorsten Schmidt	1969	\N	director,actor,writer	tt0209282,tt0192576,tt5506088,tt2286220
nm0004452	Csaba Erös	1959	\N	sound_department,miscellaneous,actor	tt0373981,tt2106651,tt0192533,tt0297181
nm0004453	Arthur Cohn	1927	\N	producer,production_manager,executive	tt5459382,tt0372824,tt0291003,tt0140888
nm0004454	Jean Boyer	1901	1965	writer,director,soundtrack	tt0154301,tt0147863,tt0241303,tt0044504
nm0004455	Greg Kozikowski	\N	\N	visual_effects,miscellaneous	tt0114576,tt0120844,tt0111438,tt0114614
nm0004456	Clare Kramer	1974	\N	producer,actress,writer	tt0119360,tt0292644,tt0118276,tt0204946
nm0004457	Dirk Piepenbring	\N	\N	production_manager,location_management,assistant_director	tt0115033,tt0169272,tt0473587,tt0109000
nm0004458	Peter Heller	\N	\N	manager,producer,miscellaneous	tt0119988,tt0284135,tt0308506,tt0115624
nm0004459	Rachel Kennedy	\N	\N	actress	tt0215719,tt0882822,tt0108780
nm0004460	Rachel Davey	\N	\N	actress	tt0120363,tt0112431,tt0203593,tt0120623
nm0004461	George Verschoor	\N	\N	producer,miscellaneous,director	tt0388595,tt0357388,tt0103520,tt8773338
nm0004462	Jean-Louis Trintignant	1930	\N	actor,writer,director	tt0111495,tt0065571,tt0065234,tt1602620
nm0004463	Akkineni Nageshwara Rao	1923	2014	actor,producer,miscellaneous	tt0260677,tt0186872,tt0155154,tt0259392
nm0004464	Heinz Rühmann	1902	1994	actor,producer,soundtrack	tt0060654,tt0053047,tt0049293,tt0053674
nm0004465	Sailaja S.P.	\N	\N	music_department,soundtrack,miscellaneous	tt0249818,tt0320736,tt0096827,tt0086231
nm0004466	E.V.V. Satyanarayana	\N	2011	director,writer,producer	tt1791479,tt1606217,tt1258121,tt0282554
nm0004467	Satyanarayana Kaikala	1935	\N	actor,producer	tt0267524,tt0259261,tt0265799,tt0263623
nm0004468	J.V. Somayajulu	1928	2004	actor	tt0156135,tt0246095,tt0267243,tt0079889
nm0004469	Srinivasa Rao Kota	1944	\N	actor,music_department	tt1756476,tt0432047,tt0471571,tt0266727
nm0004470	Veerendranath Yandamoori	\N	\N	writer,director,actor	tt0246008,tt0186807,tt0245995,tt0246255
nm0004471	Subhalekha Sudhakar	\N	\N	actor,miscellaneous	tt0264415,tt0269086,tt0155855,tt0285665
nm0004472	Nutan Prasad	1945	2011	actor	tt0246313,tt0245995,tt0186807,tt0155855
nm0004473	Potti Prasad	\N	\N	actor	tt0155855,tt0086231,tt0261227,tt0155492
nm0004474	Margaret Mitchell	\N	\N	miscellaneous,location_management,producer	tt0113845,tt0086190,tt0093894,tt0325805
nm0004475	Mitch Engel	1958	\N	producer,production_manager,miscellaneous	tt2149175,tt4254242,tt1567254,tt0119189
nm0004476	Jennifer Lyne	\N	\N	location_management,writer,producer	tt0250081,tt0475328,tt1292566,tt4682786
nm0004477	Vic Goss	\N	\N	camera_department,cinematographer,art_department	tt0059920,tt0129727,tt0068673,tt0102057
nm0004478	Victor Goss	\N	\N	cinematographer,camera_department,writer	tt0319970,tt0094582,tt2940766,tt1522841
nm0004479	K.V. Mahadevan	1918	2001	composer,music_department,soundtrack	tt0317056,tt0079889,tt0156058,tt0257362
nm0004480	Joe Milazzo	1924	2010	actor	tt0098073,tt0100003,tt0102395
nm0004481	Cheryl Ann Nick	1962	\N	make_up_department	tt0160127,tt0481369,tt0145660,tt0108358
nm0004482	Tracy McKnight	\N	\N	music_department,miscellaneous,actress	tt1620680,tt1392170,tt1951264,tt1091722
nm0004483	Bethany Scott	\N	\N	costume_designer,costume_department	tt0264606,tt0231781,tt0205526,tt0116508
nm0004484	Johannes Weuthen	\N	\N	editor,editorial_department	tt0242339,tt0130827,tt0362993,tt0245891
nm0004485	Kevin Mendonca	1976	\N	producer,editorial_department,miscellaneous	tt1877010,tt0206771,tt0252225,tt0120202
nm0004486	Bruno Ganz	1941	2019	actor,director,cinematographer	tt1401152,tt0075675,tt0363163,tt0093191
nm0004487	Juhi Chawla	1967	\N	actress,producer,music_department	tt0095936,tt0109555,tt0338490,tt2980648
nm0004488	Rick King	\N	\N	director,writer,producer	tt2058673,tt0091170,tt0102685,tt0092475
nm0004489	Fiona Jackson	\N	\N	stunts,producer,actress	tt3228826,tt0120889,tt3837236,tt1405794
nm0004490	Simon de La Brosse	1965	1998	actor	tt0090563,tt0101364,tt0086087,tt0098889
nm0004491	Amanda Kravat	1966	\N	soundtrack,actress,composer	tt0119709,tt0134630,tt0119098,tt0153866
nm0004492	Gordon Lightfoot	1938	\N	soundtrack,actor,music_department	tt0120577,tt0110527,tt0758794,tt0099700
nm0004493	Ana Vaz da Silva	\N	\N	art_department,actress,production_designer	tt0105924,tt0098396,tt0084824,tt0083904
nm0004494	Michael Swiney	1959	\N	actor	tt0144214,tt0240900,tt1608230,tt0118437
nm0004495	Steve Sessions	\N	\N	composer,director,writer	tt0372859,tt1820664,tt7657024,tt5442436
nm0004496	Van Johnson	1916	2008	actor,soundtrack	tt0089853,tt0041507,tt0041163,tt0046816
nm0004497	Greg De Belles	\N	\N	music_department,composer,soundtrack	tt0308152,tt0097670,tt0117965,tt0198021
nm0004498	Ron Hannah	\N	\N	composer	tt0186221
nm0004499	David Reynolds	\N	\N	music_department,composer,soundtrack	tt0425061,tt0493464,tt0963966,tt0436339
nm0004500	Geary McLeod	\N	\N	cinematographer,camera_department,director	tt0113845,tt0097733,tt0122718,tt0093409
nm0004501	Jirí Svoboda	1945	\N	director,writer,actor	tt3037036,tt0230994,tt0232600,tt0090028
nm0004502	Gregory M. Edgar	\N	\N	art_department,miscellaneous	tt1502712,tt0990407,tt1046173,tt5095030
nm0004503	Dietmar Fischer	\N	\N	production_manager,producer,location_management	tt0806910,tt0398407,tt7964852,tt1020516
nm0004504	Michael Heinkel	\N	\N	composer,music_department,soundtrack	tt0250611,tt0088060,tt0084403,tt0145531
nm0004505	Gina Nuccio	\N	\N	manager,music_department,sound_department	tt0160495,tt0163764,tt0228711,tt0144546
nm0004506	Patrick Allombert	\N	\N	camera_department,cinematographer,miscellaneous	tt0339482,tt0300594,tt0187200,tt0377080
nm0004507	Isidor Torkar	1960	\N	actor,miscellaneous	tt1733785,tt0108873,tt0115282,tt0907702
nm0004508	Red Murphy	1964	\N	transportation_department	tt0450314,tt0499556,tt0289879,tt0285531
nm0004509	Patricia Chica	\N	\N	director,producer,miscellaneous	tt4117538,tt4278908,tt3349540,tt5021594
nm0004510	Kathleen Tonkin	\N	\N	special_effects,executive,stunts	tt0315733,tt0108255,tt0264395,tt0281358
nm0004511	Timothy Kiley	\N	\N	camera_department,cinematographer,editor	tt0844346,tt0180207,tt0144548,tt0120684
nm0004512	Richard Bullock	\N	\N	producer,production_manager,miscellaneous	tt1131750,tt0468965,tt0366348,tt0237572
nm0004513	Adam Doench	\N	\N	assistant_director,miscellaneous,producer	tt2420746,tt0286197,tt0288936,tt5605674
nm0004514	Terry Maher	\N	\N	cinematographer,camera_department,writer	tt0054897,tt0059387,tt0059495,tt0064734
nm0004515	Yakov Tolchan	1901	1993	cinematographer,camera_department	tt0017376,tt0234768,tt0018173,tt0250679
nm0004516	Ross Adams	\N	\N	sound_department,editorial_department,actor	tt0119081,tt0120797,tt0093428,tt0097742
nm0004517	Jason Alexander	1959	\N	actor,writer,soundtrack	tt0106598,tt0098904,tt0116583,tt0100405
nm0004518	David Copperfield	1956	\N	director,producer,writer	tt3110958,tt0790628,tt1670345,tt3895884
nm0004519	Neal Acree	1974	\N	composer,music_department,soundtrack	tt7946836,tt0472399,tt3993808,tt4332152
nm0004520	Paul Diamond	\N	\N	writer,miscellaneous,producer	tt0092374,tt0086759,tt0086760,tt0083437
nm0004521	John Watkin	\N	\N	producer,director,writer	tt0353252,tt1432143,tt0280780,tt0202179
nm0004522	Pip Mushin	1963	\N	actor,miscellaneous,producer	tt0238546,tt0360717,tt0105488,tt0359518
nm0004523	Aiden Shaw	1966	\N	actor	tt1019887,tt0455681,tt0345349,tt0189805
nm0004524	Pat Sandys	1926	2000	producer,actress,writer	tt0044489,tt4250224,tt0086287,tt0914702
nm0004525	Brenda Kincaid	\N	\N	visual_effects	tt0115571
nm0004526	Liz Ryan	\N	\N	assistant_director,production_manager,producer	tt0120689,tt0089853,tt0120620,tt0100685
nm0004527	Daniel J. Heffner	1956	\N	producer,production_manager,assistant_director	tt1233227,tt0387564,tt1132626,tt0489270
nm0004528	Tim Ritter	\N	\N	art_department	tt0117446
nm0004529	Sarah Cawley	\N	\N	cinematographer,camera_department,actress	tt2372162,tt2963254,tt1819654,tt8421350
